Number of Referrals,Tenure in Months,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Age,Number of Dependents,Total Customer Svc Requests,Product/Service Issues Reported,Contract_One Year,Contract_Two Year,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Payment Method_Credit Card,Payment Method_Mailed Check
0,2,1,1,20,0,0,1,0,1,0,0,1,1,91.45,0.0,0.0,98.82,1,39,0,4,1,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.45,0.0,0.0,46.59,1,62,0,1,1,0,0,0,0,1,0,0
4,69,0,1,12,1,1,1,0,0,0,0,1,1,59.75,0.0,0.0,3408.6,1,32,1,0,0,0,1,1,0,0,0,0
4,43,1,1,22,1,1,0,0,1,0,0,1,1,94.5,0.0,0.0,157.38,0,76,0,1,0,0,0,0,1,0,0,0
1,58,1,1,8,1,0,0,1,0,0,0,1,1,61.05,0.0,27.83,1528.88,0,59,0,1,0,1,0,0,1,0,0,0
1,8,1,1,33,0,0,0,0,0,1,1,0,1,88.296,0.0,252.0,232.0,0,58,0,9,0,0,0,0,1,0,0,0
6,72,1,1,17,0,1,1,1,1,1,1,0,1,109.75,0.0,1319.0,1652.4,1,53,0,2,0,0,1,0,1,0,1,0
4,63,1,1,22,0,0,1,0,1,1,1,0,0,102.6,0.0,1385.0,171.36,1,35,0,1,0,0,1,0,0,0,0,0
1,44,0,1,59,1,1,1,1,0,1,1,1,1,54.05,47.45,0.0,0.0,1,19,2,1,0,0,1,0,1,0,1,0
0,18,0,1,28,0,0,1,1,0,0,0,1,0,55.2,0.0,0.0,858.96,1,63,0,0,0,0,0,0,1,0,1,0
2,71,1,1,71,1,1,1,1,1,1,1,0,0,90.1,0.0,4481.0,1585.4299999999998,0,30,0,1,0,0,1,1,0,0,0,0
0,44,0,1,19,0,1,1,0,0,1,1,0,0,89.15,0.0,758.0,1557.16,0,70,0,1,2,1,0,1,0,0,1,0
2,44,0,1,25,0,0,1,0,1,1,1,0,1,92.95,0.0,1031.0,1155.0,1,46,1,0,0,0,0,0,1,0,0,0
3,49,1,1,52,1,0,0,0,0,0,0,1,1,55.35,0.0,0.0,2067.31,1,29,0,0,0,1,0,0,0,0,0,0
1,1,1,1,23,1,0,0,0,0,0,0,0,1,83.512,0.0,0.0,17.51,1,78,0,2,2,0,0,0,0,0,0,0
9,57,0,0,0,0,0,0,0,0,0,0,0,1,20.1,0.0,0.0,1520.19,0,32,3,1,0,0,1,0,0,1,0,0
8,4,0,0,0,0,0,0,0,0,0,0,0,0,20.5,0.0,0.0,178.92,0,52,0,1,0,1,0,0,0,1,0,0
0,16,0,0,0,0,0,0,0,0,0,0,0,1,20.6,0.0,0.0,535.04,1,36,0,0,0,0,0,0,0,1,1,0
0,1,0,1,9,0,0,0,0,0,0,0,1,0,73.58,0.0,0.0,26.0,0,56,0,4,1,0,0,0,0,0,0,1
1,57,0,1,22,1,1,0,1,0,0,0,1,1,59.75,0.0,0.0,2809.53,1,50,0,1,0,0,1,0,1,0,0,0
0,1,0,1,24,0,0,0,0,1,0,0,0,1,82.108,0.0,0.0,23.96,1,62,0,2,0,0,0,0,1,0,0,0
0,31,0,0,0,0,0,0,0,0,0,0,0,0,20.4,0.0,0.0,792.9799999999999,1,56,0,0,0,0,1,0,0,1,0,0
5,72,1,0,0,0,0,0,0,0,0,0,0,0,24.3,0.0,0.0,624.96,0,65,0,0,0,0,1,0,0,1,0,0
1,54,0,1,17,0,0,1,1,1,1,1,1,1,99.1,0.0,0.0,1190.7,0,68,0,2,0,1,0,0,1,0,0,0
5,10,0,1,12,0,0,1,0,1,0,0,1,0,60.2,0.0,0.0,197.7,1,50,2,0,0,0,0,1,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.25,0.0,0.0,12.81,1,35,7,4,2,0,0,0,0,1,1,0
10,71,0,1,27,0,1,1,0,0,1,0,0,0,89.45,0.0,1738.0,1154.46,0,74,0,0,0,0,1,0,0,0,1,0
0,36,0,0,0,0,0,0,0,0,0,0,0,0,19.55,0.0,0.0,1487.88,0,47,0,0,0,1,0,0,0,1,1,0
0,29,0,1,8,0,1,0,0,0,0,0,0,1,31.824,0.0,69.0,0.0,0,53,0,5,3,0,0,0,0,0,0,0
0,1,0,1,10,0,0,0,0,0,0,0,1,0,45.15,0.0,0.0,42.34,0,43,0,1,0,0,0,0,0,0,1,0
8,68,1,0,0,0,0,0,0,0,0,0,0,1,24.0,0.0,0.0,184.28,1,60,1,2,0,0,1,0,0,1,0,0
0,7,0,0,0,0,0,0,0,0,0,0,0,1,18.95,0.0,0.0,232.26,1,42,0,1,0,0,0,0,0,1,1,0
0,22,1,1,19,1,0,0,0,1,1,1,0,1,104.78,0.0,398.0,790.46,1,51,0,3,1,0,0,0,0,0,0,0
6,33,0,0,0,0,0,0,0,0,0,0,0,1,19.45,0.0,0.0,193.38,1,25,1,2,0,1,0,0,0,1,0,0
1,34,1,1,16,0,1,0,0,0,0,0,1,1,82.78399999999999,0.0,0.0,878.56,0,79,0,3,1,0,0,0,0,0,1,0
9,6,0,1,27,0,0,0,0,0,0,0,0,0,45.65,0.0,87.0,34.14,0,27,0,0,0,0,0,1,0,0,1,0
0,13,0,1,59,1,0,0,0,0,0,1,1,1,52.1,0.0,0.0,249.21000000000004,1,28,1,3,0,0,0,0,1,0,1,0
4,72,1,1,24,1,1,1,1,1,1,0,1,1,89.55,0.0,0.0,415.44,0,74,0,0,0,0,1,1,0,0,1,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,19.95,0.0,0.0,15.45,1,38,3,0,0,0,0,0,0,1,0,1
0,47,0,0,0,0,0,0,0,0,0,0,0,0,19.9,0.0,0.0,2030.4,1,26,0,0,0,1,0,0,0,1,0,0
6,72,1,1,25,1,1,1,1,0,1,1,1,1,104.9,0.0,0.0,2319.84,1,38,3,0,0,0,1,1,0,0,1,0
0,66,1,1,28,0,1,1,0,1,1,0,0,0,108.1,0.0,2027.0,235.62,0,72,0,0,0,1,0,0,0,0,0,0
0,21,0,1,71,1,1,0,1,1,0,0,1,0,71.05,16.91,0.0,364.35,0,23,0,0,0,0,1,1,0,0,1,0
0,57,0,0,0,0,0,0,0,0,0,0,0,0,20.65,0.0,0.0,96.33,1,60,0,0,0,0,1,0,0,1,0,0
0,5,0,1,25,0,0,0,0,1,0,0,1,1,84.24000000000001,0.0,0.0,101.0,0,61,0,1,0,0,0,1,0,0,1,0
1,45,1,1,4,1,1,1,1,1,1,1,1,0,113.3,0.0,0.0,1509.3,0,57,0,0,0,1,0,0,1,0,0,1
10,71,1,1,20,1,1,1,1,1,1,1,1,1,90.55,0.0,124.78,2961.41,0,43,3,2,0,0,1,1,0,0,1,0
0,3,0,1,10,0,0,0,0,1,1,1,1,0,90.7,0.0,0.0,16.169999999999998,1,47,0,0,0,0,0,0,1,0,1,0
5,24,0,0,0,0,0,0,0,0,0,0,0,1,19.7,0.0,0.0,1111.1999999999998,0,43,3,2,0,0,1,0,0,1,1,0
0,34,0,1,21,1,1,1,0,1,1,1,0,1,105.35,0.0,775.0,1119.96,0,47,3,0,0,0,0,1,0,0,0,0
1,49,0,1,46,0,1,1,0,1,1,1,1,0,99.4,0.0,0.0,607.11,0,20,0,1,0,0,0,0,0,0,0,0
4,2,0,1,27,0,0,0,1,0,0,0,1,0,29.05,0.0,0.0,0.0,0,51,2,1,0,0,0,0,1,0,0,0
0,53,1,0,0,0,0,0,0,0,0,0,0,0,24.6,37.68,0.0,1810.48,1,24,0,2,0,0,1,0,0,1,1,0
7,64,1,1,23,1,1,0,1,1,1,1,1,0,110.3,0.0,0.0,1354.24,0,49,1,1,0,0,1,0,0,0,0,0
1,35,1,1,90,1,0,1,1,1,0,0,0,0,75.14,0.0,2312.0,884.4499999999999,0,28,2,3,0,0,0,1,0,0,0,0
0,53,0,1,13,1,1,1,1,0,1,1,1,0,99.5,0.0,0.0,2309.21,0,46,0,0,0,0,1,0,0,0,1,0
0,29,0,1,19,0,0,1,1,1,1,1,1,1,98.8,0.0,0.0,1397.8000000000002,1,62,0,0,0,0,0,1,0,0,1,0
0,10,0,0,0,0,0,0,0,0,0,0,0,1,19.3,0.0,0.0,454.2000000000001,0,25,0,1,1,1,0,0,0,1,1,0
0,54,0,0,0,0,0,0,0,0,0,0,0,0,20.1,0.0,0.0,1417.5,0,45,0,1,0,0,1,0,0,1,1,0
0,6,1,0,0,0,0,0,0,0,0,0,0,0,26.35,0.0,0.0,229.68,1,21,3,0,0,0,0,0,0,1,1,0
7,27,1,1,23,0,0,0,0,0,0,0,1,1,75.75,0.0,0.0,682.0200000000001,1,60,3,1,0,0,0,0,1,0,0,0
0,10,1,1,19,1,1,0,1,0,0,0,1,1,61.9,0.0,0.0,299.5,1,56,1,0,0,0,1,0,0,0,0,0
2,26,1,1,57,0,0,1,1,1,1,1,0,1,82.0,42.43,1187.0,954.46,1,51,3,0,0,1,0,1,0,0,1,0
0,45,1,1,30,1,1,1,1,1,1,1,1,1,115.65,0.0,0.0,1517.85,0,26,0,2,0,0,0,1,0,0,0,0
6,64,1,0,0,0,0,0,0,0,0,0,0,0,24.9,0.0,0.0,1230.72,0,50,1,0,0,1,0,0,0,1,1,0
6,23,1,1,21,0,1,0,1,1,0,0,1,1,69.5,16.89,34.69,632.27,0,60,1,1,0,0,0,0,1,0,1,0
10,21,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0.0,0.0,378.0,1,38,1,1,0,1,0,0,0,1,1,0
0,15,0,1,9,1,0,1,1,0,1,0,0,1,100.152,0.0,128.0,286.65,0,76,0,6,0,0,0,0,1,0,1,0
5,38,0,1,30,1,1,0,0,0,0,0,1,0,54.5,0.0,0.0,1758.2600000000002,0,30,3,2,0,0,0,0,1,0,0,0
0,65,0,1,19,1,1,1,0,0,0,0,1,0,61.35,0.0,0.0,1251.25,0,55,2,1,0,1,0,0,1,0,0,0
0,68,1,1,12,0,0,1,1,1,1,0,1,1,107.15,0.0,0.0,2183.48,1,80,1,0,0,1,0,1,0,0,1,0
1,46,1,1,16,0,1,0,0,0,0,0,0,1,80.0,0.0,603.0,253.92,1,43,1,0,0,0,0,0,0,0,0,0
0,22,1,1,73,0,1,0,0,1,1,1,1,1,100.65,5.01,0.0,625.24,1,26,0,2,0,0,0,0,1,0,0,0
0,13,0,0,0,0,0,0,0,0,0,0,0,1,20.4,0.0,0.0,85.28,0,23,0,1,0,0,1,0,0,1,1,0
5,3,0,0,0,0,0,0,0,0,0,0,0,1,19.6,0.0,0.0,125.7,0,28,0,0,0,0,0,0,0,1,1,0
0,16,0,1,18,0,0,0,1,1,0,0,1,0,61.776,0.0,0.0,589.28,0,75,0,3,1,0,0,1,0,0,0,0
0,35,1,1,45,0,1,0,1,0,0,1,0,0,88.712,23.89,1313.0,1579.9,0,28,0,6,2,0,0,0,0,0,1,0
0,63,0,0,0,0,0,0,0,0,0,0,0,0,19.5,0.0,0.0,1532.16,0,48,1,1,0,0,1,0,0,1,1,0
0,10,0,0,0,0,0,0,0,0,0,0,0,1,19.85,0.0,0.0,19.8,1,29,0,0,0,0,0,0,0,1,1,0
0,9,0,1,29,0,0,0,0,0,0,0,0,1,43.75,5.9,118.0,366.57,0,48,0,0,0,0,0,1,0,0,0,0
0,41,1,1,10,0,1,0,0,1,0,0,0,1,88.5,0.0,365.0,767.52,0,33,2,0,0,0,0,0,1,0,0,0
2,72,1,1,82,0,1,1,1,1,1,1,1,0,109.15,0.0,0.0,853.1999999999999,0,21,0,0,0,1,0,0,1,0,1,0
0,12,1,1,52,0,0,1,0,1,1,1,0,1,104.156,0.0,605.0,366.48,0,24,0,5,0,0,0,0,0,0,0,0
0,17,0,1,16,0,0,0,0,0,0,0,1,0,70.5,0.0,0.0,710.26,0,53,0,1,0,0,0,1,0,0,0,0
0,12,1,1,22,0,0,1,0,1,0,0,0,1,89.55,0.0,225.0,400.32,1,60,0,2,0,0,0,0,1,0,0,0
0,14,0,0,0,0,0,0,0,0,0,0,0,0,20.4,0.0,0.0,509.88,1,23,0,0,0,1,0,0,0,1,0,0
1,68,1,1,20,0,1,1,1,0,1,1,0,1,78.832,0.0,1059.0,1984.24,1,63,0,0,0,1,0,0,1,0,0,0
0,18,1,1,6,0,0,1,1,1,1,1,1,1,85.28,0.0,0.0,225.0,1,36,0,7,1,1,0,0,0,0,1,0
4,61,0,1,21,0,1,0,1,1,1,1,1,1,98.45,0.0,0.0,2535.77,1,41,1,0,0,1,0,0,1,0,0,0
0,62,1,1,16,1,1,0,0,0,1,1,0,1,92.3,0.0,917.0,1509.7,1,35,0,0,0,1,0,0,0,0,0,0
6,69,0,0,0,0,0,0,0,0,0,0,0,0,20.15,0.0,0.0,791.4300000000001,0,64,3,1,0,0,1,0,0,1,0,0
0,30,1,1,29,1,1,1,1,0,0,0,0,1,95.0,0.0,827.0,86.10000000000001,1,36,0,0,0,0,0,0,1,0,1,0
0,2,0,1,11,1,0,0,0,1,1,1,0,1,73.58,0.0,16.0,53.86,0,64,0,4,1,0,0,1,0,0,0,0
1,40,0,0,0,0,0,0,0,0,0,0,0,0,20.15,0.0,0.0,120.4,0,42,3,1,1,0,1,0,0,1,0,0
0,8,0,1,59,0,0,0,0,0,0,1,1,0,70.7,0.0,0.0,335.44,1,26,0,3,0,0,0,1,0,0,0,0
5,69,0,0,0,0,0,0,0,0,0,0,0,0,19.7,0.0,0.0,2648.91,0,47,3,0,0,0,1,0,0,1,0,0
10,45,0,1,29,1,0,1,1,1,1,1,0,1,81.0,0.0,1025.0,1170.45,0,41,0,3,0,0,1,0,1,0,1,0
0,12,1,1,4,1,1,0,1,0,0,0,1,1,67.25,0.0,3.33,549.5999999999999,1,54,0,1,0,0,0,0,0,0,0,0
9,49,1,1,30,1,1,1,0,0,1,1,1,0,71.8,0.0,0.0,1229.9,0,47,0,1,0,1,0,1,0,0,0,0
1,69,0,1,69,0,1,0,0,0,1,1,0,1,61.45,0.0,2851.0,188.37,0,27,0,3,0,0,1,1,0,0,1,0
10,45,1,0,0,0,0,0,0,0,0,0,0,0,24.45,0.0,0.0,2128.9500000000003,1,43,3,2,0,0,1,0,0,1,0,1
5,49,1,1,16,1,1,1,0,0,0,0,1,1,88.2,0.0,0.0,1274.0,1,75,0,1,0,1,0,1,0,0,0,0
5,72,1,1,9,0,0,1,0,1,1,1,1,1,76.8,0.0,0.0,3129.84,0,45,0,1,0,0,1,0,1,0,0,0
5,25,0,0,0,0,0,0,0,0,0,0,0,1,19.15,0.0,0.0,477.25,1,49,2,0,0,0,0,0,0,1,1,0
1,5,1,1,12,0,1,0,0,0,0,0,1,1,84.24000000000001,40.64,0.0,236.4,0,68,0,4,1,0,0,1,0,0,0,0
0,18,1,1,48,0,0,1,0,0,0,0,1,1,80.55,0.0,0.0,739.4399999999999,1,29,3,1,0,0,0,0,1,0,1,0
0,57,1,1,41,1,1,0,1,0,0,0,1,1,87.55,1.83,0.0,1611.39,0,30,0,3,2,0,0,0,1,0,0,0
2,22,0,0,0,0,0,0,0,0,0,0,0,0,19.9,0.0,0.0,1089.22,0,27,2,2,0,0,0,0,0,1,1,0
0,3,0,1,11,0,0,0,1,0,1,1,1,0,60.65,0.0,2.17,67.47,1,43,0,1,0,0,0,0,1,0,1,0
7,39,0,1,76,0,0,1,1,0,0,0,1,1,81.5,0.0,0.0,1586.52,0,64,5,0,0,0,0,1,0,0,0,0
6,71,0,1,10,0,0,1,0,0,0,0,1,0,76.05,0.0,0.0,667.4,0,38,1,0,0,0,1,0,1,0,0,0
3,12,0,1,13,1,0,1,1,1,1,1,1,1,79.2,0.0,0.0,445.8,0,73,0,0,0,1,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0.0,0.0,3.14,1,52,0,3,1,0,0,0,0,1,0,1
0,50,1,1,29,0,0,1,1,1,1,0,1,1,104.95,0.0,0.0,882.4999999999999,0,75,0,0,0,0,0,0,1,0,0,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,19.9,0.0,0.0,179.25,1,41,0,2,0,1,0,0,0,1,1,0
1,62,0,1,59,1,1,1,0,1,0,0,1,1,72.0,0.0,252.77,397.42,0,22,0,2,0,0,1,0,0,0,1,0
1,49,1,1,11,0,1,1,1,1,1,1,1,1,112.268,0.0,0.0,316.05,0,38,0,6,0,0,1,1,0,0,0,0
1,19,1,1,52,0,1,0,0,0,1,1,1,1,89.1,0.0,0.0,862.03,0,30,0,0,0,0,0,1,0,0,0,0
0,1,0,1,25,0,0,0,0,0,0,0,1,1,73.684,0.0,0.0,27.05,0,51,0,3,3,0,0,0,1,0,0,0
0,1,1,1,21,0,0,0,0,0,0,0,0,1,76.596,0.0,0.0,39.88,1,80,0,4,0,0,0,0,0,0,0,0
0,9,0,1,10,0,0,0,0,0,0,0,0,0,73.84,8.35,67.0,220.68,0,49,0,1,1,0,0,0,0,0,0,0
1,43,1,1,20,0,0,1,1,1,1,0,0,1,111.852,0.0,907.0,595.12,0,80,0,4,4,1,0,0,0,0,0,0
8,37,0,1,7,0,0,0,0,0,0,0,1,1,72.25,0.0,0.0,870.98,1,75,0,2,0,0,1,0,1,0,0,0
1,60,1,1,76,1,0,1,1,1,1,1,0,1,110.6,36.38,5006.0,2421.6,1,48,3,2,2,0,1,0,1,0,0,0
0,8,0,1,27,1,0,0,1,0,0,0,1,0,54.25,0.0,0.0,342.24,0,37,0,0,0,1,0,1,0,0,0,0
0,39,0,1,19,1,0,1,0,1,1,1,1,1,100.45,0.0,0.0,1479.66,1,38,0,2,0,0,1,0,0,0,0,0
0,72,1,1,27,1,0,1,1,1,1,1,0,0,84.3,0.0,1619.0,2090.16,1,55,0,1,1,0,1,1,0,0,1,0
8,70,1,0,0,0,0,0,0,0,0,0,0,0,24.7,0.0,0.0,2123.1,0,43,2,2,0,0,1,0,0,1,0,0
0,71,1,0,0,0,0,0,0,0,0,0,0,0,24.55,0.0,0.0,188.86,0,30,0,1,0,0,1,0,0,1,0,0
0,18,0,1,22,1,0,0,0,0,0,0,1,1,75.4,0.0,0.0,270.18,0,44,0,1,0,0,0,1,0,0,0,0
0,1,0,1,22,0,0,0,0,0,0,0,1,0,72.176,0.0,0.0,38.53,1,62,0,3,1,0,0,1,0,0,0,1
0,16,0,0,0,0,0,0,0,0,0,0,0,1,19.7,0.0,0.0,91.84,1,35,0,0,0,0,0,0,0,1,1,0
3,70,1,1,28,0,1,1,0,1,1,0,0,1,104.8,6.11,2047.0,2764.3,1,66,0,0,0,1,0,0,0,0,0,0
0,3,0,1,5,0,1,0,0,0,0,0,0,0,74.45,0.0,11.0,104.4,1,41,0,0,0,0,0,0,1,0,1,0
0,13,0,1,22,0,0,0,0,1,0,0,1,1,78.3,0.0,22.75,415.09,1,55,3,2,1,0,0,1,0,0,1,0
0,15,1,1,21,0,0,0,0,0,0,0,1,0,78.676,0.0,0.0,695.7,1,70,0,1,1,0,0,1,0,0,0,0
8,63,1,1,7,1,0,0,1,0,0,0,0,1,84.65,0.0,376.0,816.48,1,52,0,1,0,0,1,0,0,0,1,0
1,7,0,0,0,0,0,0,0,0,0,0,0,0,20.65,0.0,0.0,147.63,1,64,0,1,0,1,0,0,0,1,0,1
0,1,0,1,5,0,0,0,1,0,0,0,1,1,49.3,0.0,0.0,14.97,1,54,0,0,0,0,0,0,1,0,0,0
0,1,1,1,33,0,0,0,0,1,1,1,0,1,97.032,0.0,0.0,7.99,1,59,0,2,0,0,0,1,0,0,0,0
5,27,0,1,30,0,1,0,0,0,0,0,1,0,49.85,0.0,0.0,521.64,0,37,5,0,0,0,0,1,0,0,1,0
1,72,1,1,17,1,1,1,1,0,0,0,0,0,68.15,0.0,817.0,1246.32,1,56,0,0,0,0,1,1,0,0,1,0
0,16,1,1,16,0,0,0,0,0,0,0,0,1,74.75,39.99,181.0,208.64,0,35,0,0,0,0,0,1,0,0,1,0
0,2,0,1,21,0,1,0,0,1,1,1,1,0,51.4,0.0,0.0,0.0,0,53,0,2,0,0,0,0,1,0,0,0
0,34,1,1,13,1,1,1,1,1,1,1,0,0,116.25,0.0,507.0,761.94,1,64,0,1,0,1,0,0,0,0,1,0
0,66,1,1,8,0,1,0,0,0,1,1,1,0,89.4,36.02,47.82,3219.48,1,55,0,1,1,0,0,0,1,0,1,0
1,71,1,1,52,1,1,1,1,1,1,1,1,0,90.4,0.0,0.0,253.47,1,25,0,0,0,0,1,1,0,0,0,0
2,9,0,1,29,0,0,0,1,1,0,0,0,0,42.276,0.0,95.0,0.0,1,64,0,1,3,0,0,0,1,0,0,1
4,64,1,1,21,0,1,1,1,1,1,1,1,1,111.15,0.0,0.0,550.4,0,41,0,2,0,0,0,0,1,0,0,0
7,24,1,0,0,0,0,0,0,0,0,0,0,0,24.7,0.0,0.0,497.76,0,42,3,0,0,0,1,0,0,1,0,1
0,9,0,0,0,0,0,0,0,0,0,0,0,0,20.25,0.0,0.0,80.19,1,37,0,2,0,0,0,0,0,1,1,0
0,53,1,1,4,0,1,1,1,0,1,1,1,1,73.9,0.0,0.0,346.62,1,35,0,0,0,0,1,0,0,0,0,0
0,1,0,1,9,0,0,1,0,0,0,0,0,1,51.636,0.0,0.0,4.18,1,60,0,5,0,0,0,1,0,0,1,0
9,32,1,1,51,0,1,1,0,0,0,1,1,0,62.45,0.0,0.0,1064.96,0,29,1,0,0,0,0,1,0,0,0,0
0,2,0,1,2,0,0,1,0,1,1,1,0,0,98.748,0.0,4.0,52.1,1,61,0,1,1,0,0,1,0,0,0,0
0,48,0,1,19,0,1,0,0,0,0,0,1,0,29.9,0.0,0.0,0.0,0,75,2,2,0,1,0,1,0,0,0,0
0,62,1,0,0,0,0,0,0,0,0,0,0,1,25.8,0.0,0.0,510.2600000000001,0,55,0,1,0,0,1,0,0,1,1,0
9,62,0,1,29,1,0,1,1,1,1,0,1,1,79.95,0.0,0.0,1526.44,0,69,0,2,0,0,1,0,0,0,1,0
0,72,1,1,12,0,1,1,0,1,1,1,0,1,100.9,0.0,895.0,1766.16,1,52,0,1,0,0,1,0,1,0,0,0
0,6,0,1,13,0,1,0,0,1,0,0,0,1,88.244,0.0,68.0,235.92,1,61,0,4,3,0,0,1,0,0,0,0
0,1,0,1,10,0,0,0,0,0,0,0,0,1,26.728,0.0,0.0,0.0,0,68,0,3,0,0,0,0,1,0,0,1
7,71,1,1,15,1,1,0,0,1,0,0,0,0,69.2,0.0,747.0,3449.8900000000003,0,80,1,2,0,1,0,0,1,0,0,0
0,12,1,1,33,1,0,1,1,0,0,0,1,1,64.116,0.0,0.0,434.88,0,52,0,0,0,0,0,0,0,0,0,1
10,2,0,1,11,0,0,1,0,1,1,0,0,1,95.5,0.0,20.0,66.2,1,79,0,1,0,1,0,0,1,0,1,0
1,30,1,1,24,0,0,1,0,1,1,1,0,1,104.052,0.0,731.0,1192.2,0,64,0,2,2,0,0,1,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,1,19.65,0.0,0.0,15.6,1,55,0,1,0,0,0,0,0,1,0,0
0,9,1,1,11,0,0,0,0,0,0,0,1,1,75.85,0.0,0.0,65.88,1,52,0,0,0,0,0,1,0,0,0,0
3,72,1,1,69,1,0,1,1,1,1,1,0,1,83.3,0.0,4169.0,1762.56,0,28,3,2,0,0,1,0,1,0,0,0
0,1,1,1,3,1,1,0,0,0,0,0,0,0,61.15,0.0,0.0,17.07,1,47,0,2,0,0,0,0,1,0,0,0
1,38,0,1,21,1,1,0,1,1,1,1,0,0,83.512,0.0,642.0,1601.32,0,55,0,5,1,1,0,1,0,0,1,0
1,64,0,0,0,0,0,0,0,0,0,0,0,0,20.2,0.0,0.0,2319.36,0,23,0,0,0,0,1,0,0,1,1,0
4,71,0,1,57,1,1,1,1,1,1,1,1,0,109.3,0.0,0.0,2021.37,1,36,3,1,0,0,1,0,1,0,1,0
7,25,1,1,10,0,0,1,0,0,0,0,1,0,55.55,0.0,0.0,290.0,1,49,0,2,0,0,0,0,1,0,1,0
0,6,0,1,13,0,0,0,1,0,0,0,1,1,52.832,0.0,3.74,131.46,0,51,0,2,1,0,0,1,0,0,0,0
1,63,1,1,27,0,0,0,1,0,0,0,1,1,81.2,0.0,0.0,2447.55,0,56,0,1,0,1,0,0,0,0,1,0
6,63,1,1,29,1,1,1,1,1,1,1,0,1,89.4,0.0,1623.0,2806.65,1,39,0,1,0,0,1,0,1,0,1,0
1,11,1,1,20,0,0,0,0,1,1,1,1,1,97.76,0.0,0.0,282.37,0,64,0,3,0,0,0,1,0,0,0,0
0,22,0,1,42,0,0,0,0,0,0,0,0,1,69.7,0.0,626.0,346.94,1,22,0,2,1,0,0,0,1,0,1,0
0,9,0,0,0,0,0,0,0,0,0,0,0,0,20.1,0.0,0.0,246.06,1,60,3,2,0,1,0,0,0,1,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,19.1,0.0,0.0,34.79,0,35,0,4,0,0,0,0,0,1,1,0
0,4,0,0,0,0,0,0,0,0,0,0,0,1,20.05,0.0,0.0,109.48,0,57,2,0,0,0,0,0,0,1,0,0
0,3,0,1,22,1,1,0,1,0,1,1,1,0,71.1,2.62,0.0,111.0,0,36,0,0,0,0,1,0,1,0,1,0
7,39,1,0,0,0,0,0,0,0,0,0,0,1,23.8,0.0,0.0,1152.84,1,39,0,0,0,0,1,0,0,1,1,0
5,39,0,1,21,0,1,0,0,1,0,0,0,1,89.752,0.0,686.0,1569.75,1,29,0,7,4,0,0,0,0,0,1,0
3,5,1,1,9,1,0,1,0,0,0,0,1,1,87.88000000000001,0.0,0.0,184.4,1,64,0,7,0,0,0,0,0,0,0,0
0,31,0,1,10,1,1,0,1,0,1,1,1,1,49.85,0.0,0.0,0.0,0,35,0,0,0,0,1,0,1,0,0,0
5,71,0,1,19,1,1,1,0,0,0,0,0,1,86.7,0.0,1174.0,2141.36,1,76,2,0,0,1,0,1,0,0,0,0
0,26,0,1,28,0,1,1,0,1,0,0,0,0,93.392,0.0,654.0,162.24,1,49,0,3,1,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,20.05,0.0,0.0,103.2,0,33,0,0,0,0,0,0,0,1,1,0
0,46,0,1,13,1,0,1,1,1,1,1,1,1,60.75,0.0,0.0,0.0,1,33,0,1,2,0,1,0,1,0,0,0
0,24,0,1,2,0,0,0,1,0,0,0,0,1,51.1,0.0,25.0,55.92,1,45,0,0,0,0,0,0,1,0,1,0
0,9,1,1,8,0,0,0,0,0,0,0,1,1,76.85,0.0,5.31,381.69,0,51,0,3,0,0,0,0,1,0,0,0
6,1,0,0,0,0,0,0,0,0,0,0,0,1,19.4,0.0,0.0,48.79,0,58,2,0,0,0,0,0,0,1,1,0
0,12,0,1,25,1,0,0,1,1,1,1,1,1,102.856,0.0,28.02,419.04,0,64,0,5,1,0,0,0,1,0,0,0
0,1,0,1,20,0,0,0,0,0,0,0,0,0,47.632,0.0,0.0,22.11,0,41,0,5,1,0,0,1,0,0,0,0
0,52,1,1,57,1,1,0,1,1,1,1,0,1,115.7,1.27,3372.0,1751.88,0,20,0,1,0,1,0,0,0,0,1,0
1,38,1,1,4,0,0,1,1,1,1,1,0,1,109.2,0.0,161.0,725.04,0,60,0,1,0,0,0,0,1,0,0,0
0,66,1,1,57,1,0,1,0,1,1,1,0,1,110.292,0.0,3979.0,1551.66,1,30,0,3,1,0,1,1,0,0,1,0
4,45,1,1,22,1,0,1,1,0,1,0,0,0,75.15,0.0,766.0,422.55,1,77,0,1,0,0,1,0,0,0,1,0
